사용월,호선명,지하철역,04시-05시 승차인원,05시-06시 승차인원,06시-07시 승차인원,07시-08시 승차인원,08시-09시 승차인원,09시-10시 승차인원,10시-11시 승차인원,11시-12시 승차인원,12시-13시 승차인원,13시-14시 승차인원,14시-15시 승차인원,15시-16시 승차인원,16시-17시 승차인원,17시-18시 승차인원,18시-19시 승차인원,19시-20시 승차인원,20시-21시 승차인원,21시-22시 승차인원,22시-23시 승차인원,23시-24시 승차인원,00시-01시 승차인원,01시-02시 승차인원,02시-03시 승차인원,03시-04시 승차인원
201605,2호선,선릉,137,7863,15886,29651,41577,41624,45591,58262,64154,78159,83657,103755,125957,151337,283390,175021,109590,115998,94980,39252,6203,2,0,0
201605,2호선,성수,43,7262,13379,29758,37261,30192,25605,26156,27500,32665,33189,35339,37655,52297,156465,94905,47021,41238,30664,14497,2227,9,2,0
201605,2호선,시청,41,1722,2760,6255,9878,13375,18520,25319,26928,34266,39496,44670,48989,72735,163894,91392,60758,63044,42281,17200,2326,2,2,0
201605,2호선,신답,0,1040,1842,6223,8866,3405,2321,1938,2080,2251,1904,1929,1882,2122,2057,1449,836,582,519,228,15,0,0,0
201605,2호선,신당,29,7719,13603,30786,43073,28862,22200,22674,23738,26195,26088,26521,30342,35735,43224,32324,22960,20255,15684,7938,1315,2,0,0
201605,2호선,신대방,150,28287,41382,108522,142945,91684,52939,45038,43737,43140,36726,35217,38057,40270,49675,34820,26361,20796,15190,7581,1241,2,2,0
201605,2호선,신도림,2970,46168,67342,175910,177418,117820,84973,81372,90583,97854,95403,98514,103354,122960,164920,120141,98809,103592,88973,40641,5406,17,1,0
201605,2호선,신림,291,52886,99232,276737,364941,214574,122839,106601,108899,110710,96880,94838,98391,110518,119966,92580,74481,74593,68609,39075,6366,12,0,0
201605,2호선,신설동,31,1050,1640,3331,5204,4552,5349,6770,7510,8787,10000,10327,10511,12202,17113,9225,5071,3873,3571,1177,132,8,0,0
201605,2호선,신정네거리,54,12803,19159,55537,50933,30150,19856,17539,16941,16103,13615,12514,13389,14635,14378,10262,7445,6331,4760,2270,322,3,1,0
201605,2호선,신천,56,7865,24955,78497,98518,62749,42494,39587,40294,41150,36447,37935,43808,47702,53141,43774,37576,40644,40330,25967,4274,5,0,0
201605,2호선,신촌,156,17484,22192,50324,65255,49921,49372,59106,73347,84229,85851,95815,107388,131033,139867,111788,117350,128460,154744,93659,14240,14,0,0
201605,2호선,아현,16,5786,11800,27739,37674,24309,17701,16693,17842,17294,15620,16900,26897,26486,24894,15237,12023,9966,8147,3491,705,1,0,0
201605,2호선,양천구청,25,5426,13486,38412,34057,21583,14593,13306,12729,11707,9989,9228,9725,10538,10885,6042,4130,3394,3316,1157,149,1,0,0
201605,2호선,역삼,61,4752,11426,19079,28850,29406,30424,41282,46030,58878,63961,78271,87870,125298,264391,157329,93689,98530,76620,32492,5246,2,0,0
201605,2호선,영등포구청,57,7553,16658,49670,49569,37317,29597,30014,31499,31834,30893,34167,38291,47841,91313,48336,32882,30770,24086,11502,1659,4,0,0
201605,2호선,왕십리(성동구청),568,9846,15337,37477,55621,35696,26362,26055,29569,32325,31543,32169,38704,49224,55207,40126,36724,41524,43389,28728,4520,3,0,0
201605,2호선,용답,3,2726,3655,10455,14883,6889,4558,3808,3924,4094,3690,3485,3974,4692,4051,2729,1807,1544,1181,518,89,1,0,0
201605,2호선,용두,1,1024,1774,5157,7869,4190,3536,3745,3887,4149,4199,4616,4620,5113,5723,3452,2546,1931,1608,567,88,0,0,0
201605,2호선,을지로3가,12,1343,2655,5370,11219,15396,18873,21836,24689,28722,32761,34781,39443,56401,118023,75185,44484,41553,32356,15824,2710,1,0,0
201605,2호선,을지로4가,5,705,1761,3192,5886,10204,14327,16401,19457,22385,26295,28208,31774,39750,70947,49890,22153,17249,11500,5287,991,2,0,0
201605,2호선,을지로입구,174,4422,4354,9007,16914,24019,31543,42020,49189,67492,76695,92266,101257,130114,273165,185661,170574,145720,106201,50980,6405,10,4,7
201605,2호선,이대,68,5353,9396,25223,33964,26152,22375,27225,43950,43870,43032,54396,61991,79164,75054,50132,45611,50177,39841,13304,1447,2,0,0
201605,2호선,잠실,243,16661,56135,152468,216533,149729,103212,101047,107108,125305,124988,141799,163611,216197,241802,188880,181764,160974,134167,46508,5306,3,0,0
201605,2호선,잠실나루,27,3810,19390,60038,67108,42382,32065,31755,30935,29900,29076,30138,35016,38005,43132,26363,20607,17099,12065,5178,782,4,0,0
201605,2호선,종합운동장,18,3280,10369,27186,36694,26979,18829,19211,18347,21412,20106,30389,30180,35704,53405,33757,48188,81679,48828,9060,760,3,0,0
201605,2호선,충정로,25,4394,9141,20423,28602,18961,15405,16593,16246,17165,16915,17580,19881,25404,60213,26596,16691,15536,12367,5149,852,0,0,0
201605,2호선,한양대,19,2349,3789,6788,9544,8115,9691,12094,17054,19388,23857,32345,47528,60468,48014,27690,25471,32917,30196,18193,4536,1,1,0
201605,2호선,합정,63,12652,22511,57323,66261,45050,35969,37712,40216,44698,44132,47575,54105,70063,107311,83214,65525,77794,82508,46145,6907,10,0,0
201605,2호선,홍대입구,2450,58213,51181,88783,104453,74642,65823,70581,80865,95056,103884,124795,144447,172557,214495,179928,167868,208788,240580,148474,18846,16,0,0
201605,3호선,가락시장,20,3103,8761,24085,27562,20343,16294,16180,15383,15607,14641,14539,15860,18714,25460,15956,11383,10422,8600,3817,549,1,0,0
201605,3호선,경복궁,22,3199,7843,18584,26579,26197,22525,29582,36452,46064,55788,65425,76867,85135,122050,62798,50239,57262,42073,14878,1942,1,0,0
201605,3호선,경찰병원,19,2639,7844,26602,28053,16686,13836,12427,11173,11632,11504,11555,11445,13807,22961,10881,7613,6932,4976,1957,194,0,0,0
201605,3호선,고속터미널,143,8271,11234,38197,60962,63056,68527,79693,94113,110126,118836,129383,140658,153816,166003,154363,168278,136681,97920,44207,4257,0,0,0
201605,3호선,교대,7,1356,4029,11315,12363,11388,13781,16424,18045,23277,25431,26639,29633,37275,65759,35749,28134,29223,39726,11696,1647,0,0,0
201605,3호선,구파발,63,9306,33131,91632,83332,49363,33441,28132,27131,27097,23932,24616,33398,35349,27506,17392,11469,8464,6521,2977,465,2,1,0
201605,3호선,금호,47,4734,11148,28803,38826,24659,16273,14485,13011,12410,10937,10757,11813,14554,12706,9270,6850,5617,4264,2019,295,0,0,0
201605,3호선,남부터미널,67,3402,11171,34372,51466,47736,49910,54219,56865,61948,59478,63122,70165,89902,160716,96916,68515,64513,59816,22357,2356,0,0,0
201605,3호선,녹번,55,10032,24912,64059,69781,40603,27210,22812,22437,20832,18062,17082,17391,20038,20915,12881,9684,8135,6047,2672,266,0,0,0
201605,3호선,대청,17,4036,12469,34623,36904,21628,17008,15339,15894,17171,15278,16219,21549,22392,32187,16031,11552,10655,8505,3468,414,0,0,0
201605,3호선,대치,6,2933,14457,33588,34322,23806,18043,17736,18474,18821,17947,19359,22282,27148,27907,22607,16098,19645,28811,5124,630,0,0,0
201605,3호선,도곡,22,1632,5436,16202,20204,13573,10317,10525,11696,12204,11362,12599,16522,18229,24394,14739,9527,9028,7994,2359,265,3,0,0
201605,3호선,독립문,168,6050,7240,18747,22656,17047,13732,15009,16774,16859,16648,18284,19908,18781,18822,11097,7585,6342,5580,1797,267,4,0,0
201605,3호선,동대입구,37,1828,3968,7852,9774,8727,9264,13284,16806,20680,23098,24978,30252,40871,58604,34972,28289,36372,24126,9997,1358,0,1,0
201605,3호선,매봉,17,1863,7513,19357,21822,16743,13776,14379,14055,15755,16906,18438,19389,28432,60782,31238,19667,21122,14603,5815,690,2,0,0
201605,3호선,무악재,8,2363,6622,19386,20700,12725,8764,7646,7266,6692,5935,5244,5542,6102,7206,4632,3288,2786,1912,882,121,1,0,0
201605,3호선,불광,21,12048,25640,72460,80825,45449,33046,30552,31263,33633,32654,33218,36292,37590,39573,27435,21295,19626,16431,7057,1088,0,0,0
201605,3호선,수서,94,4882,15189,35596,36418,25902,19798,19111,19775,19608,18092,18643,23062,26618,37791,19728,13600,12862,8309,3195,328,1,0,0
201605,3호선,신사,72,5770,9286,17272,25388,21520,21009,26957,32042,40844,46825,55703,63788,77413,131832,111888,76968,84765,80115,36387,4057,2,1,0
201605,3호선,안국,35,2187,3830,8369,13083,13651,16806,30217,42495,49943,60280,71024,81557,95893,146023,77087,57745,61467,44489,13465,1343,2,0,0
201605,3호선,압구정,62,4002,10644,22581,34627,26917,31071,38337,46542,53460,61311,69284,75866,88594,135260,124088,100543,73887,61839,22496,2318,2,0,0
201605,3호선,약수,41,7205,14322,35818,47957,33957,24653,22753,24152,24822,22824,22207,24679,28711,37290,26325,20107,19364,14762,7142,939,2,0,0
201605,3호선,양재,89,6350,17533,43968,56346,43660,40645,43656,47866,59034,62314,69509,80878,115543,210964,127157,85339,87215,68276,26628,2975,1,0,0
201605,3호선,연신내,256,30448,63639,170288,193179,110945,75694,69642,71382,68978,61428,61602,68124,69836,66358,48542,38501,35694,31608,15109,2372,0,1,0
201605,3호선,오금,26,2989,8106,29017,34472,18681,11754,10167,9985,10297,8512,8077,9101,10868,15655,8432,5732,4995,4219,1684,168,0,0,0
201605,3호선,옥수,112,3503,11840,32025,40751,28830,19331,18819,17457,18779,16227,16061,17228,20017,21636,15219,10650,9745,7728,3824,523,0,0,0
201605,3호선,을지로3가,8,645,1118,1961,3973,6241,7835,9573,10346,13202,15182,16310,17063,24378,54269,36422,20320,17598,13090,6012,1075,0,0,0
201605,3호선,일원,5,2384,9191,26179,24604,17779,17554,19735,20909,18245,18628,20417,26361,25361,17894,11211,9338,5844,4146,1381,192,1,0,0
201605,3호선,잠원,6,1480,6234,18604,22721,14481,10378,9617,8926,8977,8428,8496,10246,11855,11086,8513,6095,5493,4409,1632,167,0,0,0
201605,3호선,종로3가,29,949,1490,2097,3200,4761,7160,8827,9939,11989,14302,17692,21729,25813,39108,37642,18735,17032,12030,5915,734,0,0,0
201605,3호선,지축,0,425,1736,5788,6622,4602,2697,2408,2481,2300,2180,2750,2727,2742,2477,1413,666,458,143,102,18,1,0,0
201605,3호선,충무로,0,0,0,1,3,1,2,3,1,2,10,9,10,3,0,4,5,2,4,3,1,0,0,0
201605,3호선,학여울,4,545,1718,4814,4918,4098,3215,4517,8053,11010,12890,12703,11981,9749,9531,4915,4259,5135,2654,849,84,1,0,0
201605,3호선,홍제,45,11929,29258,81132,92059,56961,40541,37378,37189,35387,32657,32427,33793,37344,39911,24257,18866,15214,12820,5495,623,0,0,0
201605,4호선,길음,50,14138,44945,122799,122652,75075,49457,43497,46179,46193,40778,41487,48388,57381,63608,39420,30315,25472,25849,14081,2353,0,0,0
201605,4호선,남태령,4,469,848,2294,3438,2820,2115,1924,2159,2788,2488,2708,4597,4358,4476,2229,1024,897,603,226,34,0,0,1
201605,4호선,노원,142,13356,34762,68099,75500,48069,38537,36610,37534,38186,36450,36379,40537,43185,44661,35433,38539,35281,36525,17852,2999,5,0,0
201605,4호선,당고개,45,10983,22774,62671,61295,40454,27953,23447,23746,23731,21157,20764,20384,22181,21519,16576,10726,8325,7052,3030,401,0,0,0
201605,4호선,동대문,651,11857,6145,7279,12354,18513,26859,36834,48902,56738,68799,75114,82959,106061,104910,60080,44339,36425,33346,22120,2364,2,0,0
201605,4호선,동대문역사문화공원,275,11596,7554,10524,15269,16434,18944,23523,29352,33907,41288,49510,55922,68088,97703,73119,58631,55071,51127,31431,4944,1,0,0
201605,4호선,동작,13,702,2113,6487,8160,5730,5499,9302,6620,5594,6359,8804,6917,6908,8929,5543,4204,4053,3314,1304,186,0,0,0
201605,4호선,명동,19,1768,3836,7865,14628,28220,37140,41492,46626,55947,70089,84773,100274,113566,159435,122054,112346,123526,122937,51998,3296,0,0,0
201605,4호선,미아,21,13923,30092,76611,83241,51960,36820,31487,32446,32038,30694,30672,32588,35279,37474,26279,19979,17018,13487,5697,657,0,0,0
201605,4호선,미아사거리,38,16956,49381,130484,135433,85246,58104,51911,52359,54107,51511,51848,55473,57548,58847,48645,50265,31815,24570,12588,2144,1,2,0
201605,4호선,사당,68,12633,35146,95684,116769,89762,61427,52926,51823,51981,49054,46315,47069,55732,66132,50563,42288,45698,44149,23922,3199,5,0,0
201605,4호선,삼각지,7,732,2234,5857,9111,6531,5110,6165,7911,8857,8277,8596,8717,11658,22594,13501,9270,8580,6622,3254,387,0,0,0
201605,4호선,상계,49,17111,49068,116159,102552,61259,42569,36733,36713,34280,28541,27688,30934,30518,30139,21512,16388,14828,15072,5775,821,5,0,0
201605,4호선,서울역,276,5684,8260,13408,18591,16411,15481,17080,17849,17811,16295,19039,20241,28660,62889,33535,22108,21914,17919,9015,1247,0,0,1
201605,4호선,성신여대입구,28,7486,26867,69410,78709,54759,41804,41743,47016,45799,44853,49990,51843,65198,72934,49640,42940,44204,42627,21702,2645,0,0,0
201605,4호선,수유(강북구청),145,27576,71464,184204,188173,122292,85387,76086,77293,75670,68331,68398,73366,79188,94918,63238,48073,43007,33402,19431,2881,0,0,0
201605,4호선,숙대입구,12,3933,10054,22044,34291,25649,22067,24061,27546,30974,30612,34924,47811,51385,72369,46232,34122,33648,30235,15405,2260,0,0,0
201605,4호선,신용산,11,1589,4821,11506,16366,14089,13417,15095,16217,19649,19275,21947,26042,39498,71713,46111,28583,25328,18991,8821,1446,1,0,0
201605,4호선,쌍문,97,26475,67716,164834,166964,101692,68606,57691,55995,51140,43440,41299,44301,46536,45158,33737,23662,20012,14813,7562,1095,0,0,0
201605,4호선,이촌,77,1270,6504,15769,22153,15505,13214,15845,22033,19597,20025,21418,28315,26713,29066,15257,11793,11007,7373,2770,375,0,0,0
201605,4호선,창동,2017,18749,50414,122239,111699,73874,56038,51759,51903,49521,45439,46156,50056,53180,57758,39193,29391,28634,24294,12174,2141,2,1,0
201605,4호선,총신대입구,25,7858,23479,63259,80776,51121,38079,36483,37309,38141,35362,34941,36860,40448,51118,36185,32410,30590,27500,13559,1839,1,0,0
201605,4호선,충무로,88,4540,6551,11585,19241,24832,29425,36266,41696,49202,55670,64381,75119,97714,175308,117526,78708,81076,70470,39908,7813,0,0,0
201605,4호선,한성대입구,43,8743,17176,42461,50961,35360,26391,25899,29930,31383,29399,31980,40601,43403,45033,29965,24630,26992,28730,12010,1637,3,2,2
201605,4호선,혜화,40,6361,11399,21582,30068,31416,37602,45613,53936,63490,75174,100619,112475,128931,148687,102999,98985,137107,141473,69708,9691,1,0,0
201605,4호선,회현,15,3257,4924,7412,12236,17551,25148,38437,54155,70937,85710,89963,95873,120915,133475,78941,64997,37791,22541,10697,1323,0,0,0
201605,5호선,강동,24,10917,26138,72030,88823,50852,34621,31442,30296,29279,26189,25154,27964,38264,44765,28522,18933,15757,11153,5225,707,0,0,0
201605,5호선,개롱,7,3467,9898,30805,25042,15151,12485,11732,11662,10550,9158,10054,11554,14106,16355,9407,6867,5889,5829,1488,160,0,0,0
201605,5호선,개화산,0,4187,9766,26944,22719,12247,9036,8491,9009,8522,7574,7677,8671,10902,17678,9187,5388,4024,4153,1325,156,1,0,0
201605,5호선,거여,0,5525,11671,35069,31042,17121,12985,11857,11619,10572,9587,9720,11436,11377,13589,7683,5821,5172,3477,1536,159,0,0,0
201605,5호선,고덕,1,3184,10728,29016,24831,15399,14013,14454,16964,14476,14164,16685,21832,22380,18687,10458,8230,7060,7226,2126,455,5,0,0
201605,5호선,공덕,18,2456,6775,22269,30928,16953,14378,15558,17068,18898,18929,19419,22700,29871,57289,31708,21417,22196,18688,9303,1259,0,0,0
201605,5호선,광나루,7,5138,16509,48235,60383,34309,24196,22575,23489,24506,23930,25164,27879,30876,36209,22884,16438,16242,13312,5024,614,1,0,0
201605,5호선,광화문,6,1594,4690,12495,18050,17687,19684,29001,34897,48515,58918,70175,77939,100975,222617,123591,89071,99422,71733,26009,2861,0,0,0
201605,5호선,군자,28,6564,12410,40059,51628,23683,15357,13694,14802,15630,13837,13529,15050,19174,25077,18404,13210,13853,13103,6834,1119,0,0,0
201605,5호선,굽은다리,1,5947,14878,45389,43348,24572,18289,16079,18259,17016,14591,13815,15220,16084,17414,11269,8410,9118,8787,2577,296,0,0,0
201605,5호선,길동,4,4970,10444,29123,32172,18766,13959,12611,12674,13014,12580,10877,11289,13174,15820,10474,7774,6659,4866,1982,201,0,0,0
201605,5호선,김포공항,4,521,2255,6791,8966,8009,6787,9344,10671,12028,14005,16774,17014,20129,26134,21708,18907,14937,15075,5667,377,0,0,0
201605,5호선,까치산,42,26528,50127,156440,160509,85191,54240,47492,48594,44911,37447,33999,35536,38006,37474,28460,20905,17864,14317,6898,1167,4,0,0
201605,5호선,답십리,4,10026,21569,63906,78646,41225,26676,23126,23536,23453,21296,21290,24127,28881,38937,25395,16175,13716,10666,5012,641,0,0,0
201605,5호선,동대문역사문화공원,2,305,581,1116,1829,2703,3412,4468,3183,3095,3479,4117,4016,6931,19561,12715,6373,5145,3649,1584,268,0,0,0
201605,5호선,둔촌동,0,5739,18698,52464,56666,31173,23240,20603,21459,21731,20408,19558,20500,23431,28366,19244,12913,12649,11347,4851,500,0,0,0
201605,5호선,마곡,1,1558,6221,20750,17466,8903,6006,5113,4788,4461,3842,4058,7062,12432,6390,3066,1806,1476,1112,483,111,0,0,0
201605,5호선,마장,1,2980,7103,18566,23323,13949,9887,9619,11140,10793,10521,10855,12015,13885,15819,10474,7731,6966,5802,2504,329,0,0,0
201605,5호선,마천,4,5989,9744,29795,27277,14196,10401,9084,9797,9038,7906,7538,7857,8176,8600,5535,4065,3179,2088,831,101,0,0,0
201605,5호선,마포,6,3180,9853,31054,37657,21941,17867,18191,19192,22715,21028,22230,22130,30050,62771,32996,24700,25444,20904,9462,1146,0,0,0
201605,5호선,명일,5,4578,14789,36669,34697,21022,17015,15369,16630,15756,12517,12326,13840,13987,12761,8299,6280,6954,4320,1432,261,1,0,0
201605,5호선,목동,0,8932,24619,76039,83883,43872,31096,29969,28513,26931,24772,24636,27214,30473,35688,23004,18289,18000,23816,7504,1063,0,0,0
201605,5호선,발산,0,3461,10895,32668,28762,17028,13218,14400,18066,20054,20715,23181,27359,36267,36667,22501,17163,15449,15601,5154,606,0,0,0
201605,5호선,방이,1,2298,8086,22064,19601,14170,10819,9943,10539,11025,9930,10858,12209,12942,20739,13732,10062,10905,12184,3096,307,0,0,0
201605,5호선,방화,13,5423,14396,37567,30265,17470,14180,14413,13826,13250,11084,11322,14085,13093,13810,7408,5555,4544,3319,1529,199,1,0,0
201605,5호선,상일동,0,6187,21216,66964,54154,27865,18949,15633,15801,14130,12020,11344,15507,19574,18329,8498,5640,3736,2240,900,125,2,0,0
201605,5호선,서대문,7,3402,6603,15930,23611,17021,16730,20907,22145,22939,26416,31771,39556,55080,100766,44874,31766,31624,24252,9518,1107,0,0,0
201605,5호선,송정,0,5008,12622,37337,38907,23516,18503,15936,15156,14569,13732,13826,16637,19421,23530,16330,11195,9938,8765,4108,538,0,0,0
201605,5호선,신금호,4,3080,6708,19517,25963,13933,9134,8341,8919,8807,7962,7520,12314,12137,11827,8520,5830,5023,3557,1518,174,0,0,0
201605,5호선,신길,24,2541,3313,10179,12600,5855,3949,3673,4069,4156,3358,3611,4477,5627,12350,6034,4071,4015,3003,1376,190,0,0,0
201605,5호선,신정,44,13032,27076,84382,90563,42883,25377,21230,21185,19444,15951,13888,15844,16409,19238,13324,9008,7089,6220,2666,348,1,0,0
201605,5호선,아차산,0,8559,17242,50636,67701,36034,23831,22983,25518,29686,31826,33273,32803,33350,32043,23719,16506,13920,10942,4376,554,0,0,0
201605,5호선,애오개,4,2469,6751,21221,27163,14135,10116,10431,10879,11796,9848,10321,12212,15075,23154,11318,7822,7110,5108,2071,276,1,0,0
201605,5호선,양평,0,2676,6950,21081,19490,10761,7724,7331,7459,8221,7153,7430,8071,10885,29251,13557,8048,6908,4769,1966,244,0,0,0
201605,5호선,여의나루,0,1922,3314,6605,9000,7475,6984,7846,11217,13113,17912,23548,28929,37502,60140,49539,46491,54028,53399,22756,1697,0,0,0
201605,5호선,여의도,1,3078,5236,10930,15579,14282,13870,20933,20727,26833,27394,34819,38164,60417,163383,81538,52143,54063,39730,14939,1526,0,0,0
201605,5호선,영등포구청,5,1156,2493,7751,8455,4711,4242,4414,4546,4933,4678,5152,5691,7166,13855,7587,4932,4377,3456,1505,289,0,0,0
201605,5호선,영등포시장,4,3378,4490,12337,15328,9353,8748,9733,11024,13687,13831,16768,20969,26488,35437,20362,14399,12010,8557,3730,411,0,0,0
201605,5호선,오금,2,1268,3644,11563,10511,6945,5476,5379,5409,5996,5113,6297,8771,7659,14071,7325,5064,4519,3439,1253,149,0,0,0
201605,5호선,오목교,1,5407,19913,59886,64624,39498,31305,32097,35035,37172,38221,42570,47949,55968,80267,51555,55642,43576,37393,13445,1758,0,0,0
201605,5호선,올림픽공원,0,1139,6811,14819,15819,11187,9224,11878,12711,13729,13373,15624,19731,19878,20270,20922,27699,20044,17984,6349,127,0,0,0
201605,5호선,왕십리(성동구청),26,2521,3101,7485,10229,6953,6221,6485,7520,8377,8277,8971,10192,12001,16743,11487,10074,10485,8961,4349,770,1,0,0
201605,5호선,우장산,0,7166,28093,73935,68581,39282,29260,27004,27972,25337,21075,23461,28379,29048,25084,17896,12487,12133,10975,3393,464,0,0,0
201605,5호선,을지로4가,3,361,759,1281,2187,3096,4113,5299,6558,8414,9733,10653,11819,15747,30230,22367,10667,8490,5553,2578,411,0,0,0
201605,5호선,장한평,4,6600,18548,55285,68023,37285,27784,23476,25048,25540,23781,26101,32447,40489,65012,46978,22081,18049,14407,6499,835,1,0,0
201605,5호선,종로3가,3,2132,2718,4225,6609,7837,10261,14298,20131,24090,27707,30247,34698,40024,56069,43856,31776,32691,27246,13694,1743,0,0,0
201605,5호선,천호,15,8219,14327,33439,41725,30294,30052,31739,35985,39274,40752,44433,47959,50496,60287,48222,43435,34287,27631,13525,1907,1,0,0
201605,5호선,청구,3,1905,3374,9559,13652,8247,6262,6589,6057,6634,6116,6221,6834,7434,11892,10512,6521,5976,4772,2224,416,0,0,0
201605,5호선,충정로,7,1370,2690,6388,8030,5498,4435,5601,7010,6839,7155,7670,7901,11195,27883,13012,8274,7613,5872,2827,495,0,0,0
201605,5호선,행당,0,4650,13236,39257,47451,25508,16890,14476,13410,13094,10985,10061,10499,11001,12323,8479,6358,5543,4524,1929,262,0,0,0
201605,5호선,화곡,85,23855,48583,138717,156120,80074,53243,47263,46558,44607,38225,36060,37522,39696,43541,30051,22932,19888,15985,7233,949,0,0,0
201605,6호선,고려대,7,3748,8654,28435,34188,18881,13471,13236,14820,17134,15241,17591,21850,27065,29392,17238,14191,17537,15652,8263,1089,0,0,0
201605,6호선,공덕,140,5780,10521,26497,35279,25097,20837,22294,23983,25320,24516,27866,31018,40237,78392,44239,31750,31512,26240,13696,2059,3,0,0
201605,6호선,광흥창,4,3238,8502,21491,27850,18722,14400,15243,16765,15188,14660,14709,17411,20770,32199,19390,12870,12881,9887,4508,514,0,1,0
201605,6호선,구산,5,5167,13521,35830,39218,21702,15926,13684,14230,13657,11368,13269,13347,13293,12328,7872,6419,5770,6709,1921,293,0,0,0
201605,6호선,녹사평(용산구청),15,1780,2966,7444,11584,8394,7283,7884,9828,11297,11761,13835,19272,21974,23703,18765,17548,21269,21440,11315,1105,0,0,0
201605,6호선,대흥,2,2879,6233,16260,22574,14466,11705,11413,14039,14881,13810,14560,19209,23044,29544,17181,13520,13576,14095,6515,1082,1,0,0
201605,6호선,독바위,4,2319,5619,15964,15220,8049,5188,4447,4586,4563,4253,4125,4621,4258,3982,2633,1669,1200,891,462,98,0,0,0
201605,6호선,돌곶이,5,7948,15171,40915,45800,25240,17636,14826,14919,15411,13467,13494,13435,15814,16717,14157,9516,7564,6455,3588,593,0,0,0
201605,6호선,동묘앞,84,4414,6485,11000,14820,13063,12468,13885,18355,18598,21206,22401,24228,25280,31364,20169,13407,10600,8658,4328,699,2,0,0
201605,6호선,디지털미디어시티,39,7245,19104,54856,60146,33348,21845,18517,19057,18155,16091,16651,19303,26609,55195,31011,16995,14715,12170,5840,1053,1,0,0
201605,6호선,마포구청,23,8055,16543,44045,54838,34585,23503,20731,21894,20106,17972,19165,21018,25290,37011,22306,14855,14451,12485,6044,925,0,0,0
201605,6호선,망원,9,6627,12386,35617,44730,28343,20421,18938,19867,20231,18519,18875,20245,22579,32647,23106,17030,16990,14195,7940,1117,0,0,0
201605,6호선,버티고개,0,1122,2038,7187,9402,7013,5286,4674,4137,4099,3503,3743,3763,4743,6558,4759,3287,2907,2079,1150,202,0,0,0
201605,6호선,보문,1,4528,9623,27796,43700,22455,14193,12707,13643,14060,11648,11368,13449,15232,19639,13899,9572,8826,8151,4996,710,0,0,0
201605,6호선,봉화산(서울의료원),10,5487,16383,51062,47774,24242,17806,15041,15005,13619,12192,11350,12552,13982,13815,9051,6901,5321,4418,2201,334,0,0,0
201605,6호선,불광,10,2034,4504,14873,15136,8187,7073,8174,9929,11585,11571,12465,12858,14148,14091,10866,8536,8108,6979,2383,320,0,0,0
201605,6호선,삼각지,7,1797,3859,7469,13551,10413,8416,11043,13696,15912,15223,17327,18799,22782,30173,17079,12126,12114,11876,5946,845,0,0,0
201605,6호선,상수,36,5008,6796,13378,17255,11008,8540,8925,11734,14484,15253,16540,19920,25491,32018,24755,23637,30175,34269,21814,3468,0,0,0
201605,6호선,상월곡,30,5277,9947,29804,30871,16672,10920,10278,10587,10155,9293,8730,11418,11329,12348,8428,5581,4437,3264,1869,219,0,0,0
201605,6호선,새절,0,9609,20998,61784,68043,35955,23966,21963,23879,22153,19313,20202,26640,27529,23064,15696,13121,11566,12450,4344,547,2,0,0
201605,6호선,석계,806,8480,23045,60120,63129,35069,25254,21231,22038,21281,17672,17469,19128,20568,21005,15948,12157,10853,10209,6486,1174,0,0,0
201605,6호선,신당,76,8431,7143,8153,11624,11362,9464,10870,12978,11167,11128,13466,19314,19965,23308,18827,13752,14085,14860,6834,1069,0,0,0
201605,6호선,안암,2,4591,5057,11157,15654,13094,14509,17233,19808,23621,22816,30466,37262,47821,52696,33040,30312,33895,41140,29167,4683,0,0,0
201605,6호선,약수,4,1260,2202,5706,8777,5999,5258,5319,6450,6183,5860,6454,7434,8093,11821,8459,6445,6340,5479,2562,402,0,0,0
201605,6호선,역촌,1,1907,6061,17481,17832,9788,6751,5984,6911,6965,5890,5625,5364,6126,6258,4154,3023,2450,2048,928,107,0,0,0
201605,6호선,연신내,0,0,0,0,3,0,1,1,0,1,1,1,3,0,2,2,1,0,1,0,0,0,0,0
201605,6호선,월곡,21,7723,15248,46807,52097,28580,20183,18944,20693,21750,20349,21323,27882,28057,33151,20530,16148,13461,10691,5299,728,0,0,0
201605,6호선,월드컵경기장,6,1209,3789,11286,12132,8100,8551,14278,14808,14400,16664,22198,33175,21893,21398,15168,11016,10605,14637,5842,797,0,0,0
201605,6호선,응암,0,11890,29116,83299,93260,49915,32249,29103,29168,28368,24422,23102,24156,26439,26892,19324,14883,13401,9750,4589,683,0,0,0
201605,6호선,이태원,5,12843,10168,15300,20234,16231,14575,15454,19191,23369,27035,29163,34243,40723,46261,39426,37028,42219,46143,29332,3786,0,0,0
201605,6호선,증산,54,8939,17896,49608,54483,30213,19476,17344,17298,16594,13742,13376,14568,14738,16295,11304,8634,7604,6523,3325,461,1,0,0
201605,6호선,창신,1,2796,5111,15763,18498,8894,5604,5084,5323,4858,3830,4008,6853,6224,6022,3578,3565,2748,2268,922,173,0,0,0
201605,6호선,청구,38,1845,3606,9354,11735,6808,5187,5616,5240,5524,5353,5388,5920,7245,11885,11533,7184,6301,4781,2541,382,0,0,0
201605,6호선,태릉입구,8,3463,7403,20240,22573,12393,8545,8371,8874,9311,8609,8566,9197,10503,10938,8815,6566,6052,4998,2656,479,0,0,0
